id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
13499,Chrysler,Town&Country,automatic,grey,288000,2003,gasoline,gasoline,3.8,minivan,front,17,True,False,False,False,False,False,False,False,False,False
13500,Renault,Laguna,mechanical,blue,280000,2001,diesel,diesel,1.9,universal,front,19,False,True,True,True,True,True,False,False,True,True
13501,Kia,Optima,automatic,silver,190000,2004,gasoline,gasoline,2.4,sedan,front,11,False,True,False,False,False,False,True,True,False,False
13502,Nissan,Serena,mechanical,blue,287,2000,gasoline,gasoline,1.6,minivan,rear,10,True,False,False,False,False,False,False,False,False,False
13503,BMW,520,mechanical,black,450000,1993,gasoline,gasoline,2.0,sedan,rear,14,False,False,True,False,True,False,False,True,False,True
13504,Ford,Mondeo,mechanical,blue,190000,1996,gasoline,gasoline,1.6,sedan,front,4,False,True,False,False,False,False,False,False,False,False
13505,Audi,Q7,automatic,grey,187000,2007,diesel,diesel,3.0,suv,all,10,False,True,True,True,True,True,True,True,True,True
13506,Peugeot,806,mechanical,blue,340000,1997,gasoline,gasoline,2.0,minivan,front,3,False,True,False,False,False,False,False,True,False,True
13507,BMW,525,mechanical,black,450000,2001,diesel,diesel,2.5,sedan,rear,9,False,True,True,True,False,True,True,True,True,True
13508,Toyota,Verso,mechanical,violet,171513,2009,gasoline,gasoline,1.8,minivan,front,1,False,True,False,False,False,True,False,True,False,False
13509,Mazda,CX-7,automatic,silver,167000,2008,gasoline,gasoline,2.3,suv,all,7,False,True,True,True,True,True,False,True,True,True
13510,Honda,CR-V,mechanical,black,101000,2012,gasoline,gasoline,2.0,suv,all,11,False,False,False,True,True,False,True,True,True,True
13511,Audi,A8,automatic,black,220000,2004,diesel,diesel,3.0,sedan,all,9,False,True,True,True,True,True,True,True,True,True
13512,Skoda,Octavia,automatic,grey,143000,2010,gasoline,gasoline,1.8,hatchback,front,4,False,True,True,True,False,True,False,True,True,True
13513,Opel,Zafira,mechanical,grey,160000,2006,diesel,diesel,1.9,minivan,front,1,False,False,False,False,False,False,False,False,True,True
13514,Renault,Trafic,mechanical,white,234567,1997,diesel,diesel,2.5,minibus,front,6,True,False,False,False,False,False,False,False,False,False
13515,Peugeot,406,mechanical,green,368776,1996,gasoline,gasoline,1.8,sedan,front,14,False,False,False,False,False,False,False,False,False,True
13516,BMW,730,mechanical,silver,350000,1995,gasoline,gasoline,3.0,sedan,rear,5,False,True,True,True,False,False,False,False,True,True
13517,Volkswagen,T4,mechanical,white,500000,2002,diesel,diesel,2.5,minibus,front,11,True,False,False,False,False,False,False,False,False,False
13518,Volkswagen,Passat,mechanical,red,320000,1991,gasoline,gasoline,1.8,sedan,front,1,True,False,False,False,False,False,False,False,False,False
13519,Nissan,Primera,mechanical,brown,251000,2007,gasoline,gasoline,1.8,sedan,front,2,False,True,False,False,False,True,False,False,True,False
13520,Audi,A6,mechanical,black,30000,2000,gasoline,gasoline,2.4,sedan,front,12,False,True,True,True,False,True,False,False,True,True
13521,Volkswagen,Crafter,mechanical,blue,600000,2012,diesel,diesel,2.0,van,rear,7,True,False,False,False,False,False,False,False,False,False
13522,Citroen,C1,automatic,green,104000,2009,gasoline,gasoline,1.0,hatchback,front,16,True,False,False,False,False,False,False,False,False,False
13523,Chrysler,Town&Country,automatic,black,194000,2007,gasoline,gasoline,3.8,minivan,front,2,False,True,False,True,True,True,True,True,True,True
13524,Citroen,Nemo,automatic,other,150000,2009,diesel,diesel,1.4,universal,front,4,False,True,False,True,False,True,False,False,False,True
13525,Volkswagen,Touran,mechanical,blue,267000,2007,diesel,diesel,1.9,minivan,front,9,False,True,False,False,False,False,False,False,True,False
13526,Volvo,V40,automatic,black,96000,2013,diesel,diesel,1.6,hatchback,front,17,False,True,False,True,False,True,False,False,True,True
13527,Honda,Accord,mechanical,silver,197000,2008,gasoline,gasoline,2.0,sedan,front,5,False,True,False,True,False,True,False,True,False,False
13528,Mercedes-Benz,R350,automatic,black,207000,2008,gasoline,gasoline,3.5,minivan,all,12,False,True,True,True,True,True,True,True,True,True
13529,Volkswagen,T4 Caravelle,mechanical,white,600000,1997,diesel,diesel,2.5,minibus,front,4,False,False,False,False,False,False,False,False,False,True
13530,Dodge,Stratus,automatic,blue,327000,1998,gasoline,gasoline,2.5,sedan,front,5,False,True,True,True,False,False,False,False,False,True
13531,Honda,CR-V,automatic,white,108000,2008,gasoline,gasoline,2.4,suv,all,11,False,True,False,False,True,False,False,False,False,True
13532,Ford,Maverick,mechanical,blue,313666,2001,gasoline,gasoline,2.0,suv,all,11,False,True,True,True,False,False,False,False,False,True
13533,Honda,Element,automatic,green,123456,2006,gasoline,gasoline,2.4,suv,all,1,True,False,False,False,False,False,False,False,False,False
13534,Seat,Altea,mechanical,black,121000,2008,gasoline,gasoline,1.6,hatchback,front,12,False,True,False,False,False,False,False,False,True,True
13535,Lexus,RX,automatic,other,200000,2007,gasoline,gasoline,3.5,suv,front,6,False,True,True,False,True,True,False,False,True,True
13536,Fiat,Marea,mechanical,green,150000,2000,diesel,diesel,1.9,universal,front,5,False,True,False,False,False,False,False,False,False,False
13537,Opel,Astra,mechanical,black,163000,2016,diesel,diesel,1.6,universal,front,9,False,True,False,True,False,False,True,True,False,False
13538,Toyota,RAV4,automatic,black,175000,2013,gasoline,gasoline,2.5,suv,all,5,False,True,True,True,True,True,True,True,True,True
13539,Porsche,Cayenne,automatic,silver,277000,2003,gasoline,gasoline,4.5,suv,all,6,False,True,True,True,True,True,False,False,True,True
13540,Audi,A6,automatic,blue,415000,1998,gasoline,gasoline,2.4,sedan,front,8,False,True,True,True,True,True,False,False,True,True
13541,Ford,Fusion,automatic,silver,118000,2014,gasoline,gasoline,1.5,sedan,front,6,False,True,False,False,True,False,False,True,False,True
13542,Kia,Cee'd,automatic,silver,48500,2013,gasoline,gasoline,1.6,hatchback,front,15,False,True,False,False,False,False,False,False,True,False
13543,Toyota,Prius,automatic,other,178000,2008,hybrid-petrol,gasoline,1.5,hatchback,front,15,False,True,False,True,True,True,True,True,True,True
13544,Lexus,RX,automatic,black,170000,2009,gasoline,gasoline,3.5,suv,all,13,False,True,True,True,True,True,True,True,True,True
13545,Opel,Astra,mechanical,green,390000,1997,diesel,diesel,1.7,universal,front,5,False,False,False,False,False,True,False,False,False,False
13546,Mazda,626,mechanical,green,340000,1996,gasoline,gasoline,1.8,hatchback,front,4,False,True,False,False,False,False,False,False,False,True
13547,Volkswagen,Polo Sedan,mechanical,grey,165500,2010,gasoline,gasoline,1.6,sedan,front,11,False,False,False,False,False,False,False,False,False,True
13548,Audi,TT,automatic,red,118000,2007,gasoline,gasoline,2.0,coupe,front,7,False,True,True,True,True,True,False,False,False,True
13549,Mercedes-Benz,C200,automatic,black,264000,2000,gasoline,gasoline,2.0,universal,rear,11,False,True,False,True,False,False,False,False,True,True
13550,Peugeot,206,mechanical,black,299100,1999,diesel,diesel,1.9,hatchback,front,17,False,False,False,False,False,False,False,True,False,False
13551,Mercedes-Benz,ML500,automatic,black,222242,2001,gasoline,gasoline,5.0,suv,all,8,False,True,True,True,True,True,False,False,True,True
13552,Audi,A6,automatic,black,125299,2011,gasoline,gasoline,2.8,sedan,all,24,False,True,True,True,True,True,True,True,True,True
13553,Renault,Scenic,mechanical,green,252000,2000,diesel,diesel,1.9,minivan,front,1,False,True,False,False,False,False,False,False,False,True
13554,Opel,Astra,mechanical,black,300000,2004,diesel,diesel,2.2,cabriolet,front,6,False,True,False,True,True,True,False,False,False,True
13555,Fiat,Ulysse,mechanical,silver,270000,2004,diesel,diesel,2.2,minivan,front,6,False,True,False,False,False,False,False,False,False,False
13556,Alfa Romeo,156,mechanical,silver,320000,1999,gasoline,gasoline,1.8,sedan,front,8,True,False,False,False,False,False,False,False,False,False
13557,Volkswagen,Beetle,mechanical,red,200000,2000,gasoline,gasoline,1.8,coupe,front,4,False,False,True,False,True,True,False,False,True,True
13558,Chevrolet,Lacetti,automatic,blue,45000,2011,gasoline,gasoline,1.6,hatchback,front,4,False,True,False,False,False,False,False,False,False,True
13559,Honda,Jazz,mechanical,blue,278500,2002,gasoline,gasoline,1.4,hatchback,front,6,False,True,False,False,False,False,False,True,False,True
13560,Renault,Megane Scenic,automatic,blue,350000,1998,gasoline,gasoline,1.6,hatchback,front,6,False,True,False,False,False,False,False,False,False,True
13561,Audi,100,mechanical,grey,350000,1987,diesel,diesel,2.0,sedan,front,7,False,False,False,False,False,False,False,False,False,True
13562,Kia,Rio,automatic,silver,120000,2012,gasoline,gasoline,1.4,sedan,front,10,False,True,False,False,False,False,False,False,False,False
13563,Nissan,Primera,mechanical,silver,280000,2002,gasoline,gasoline,1.8,sedan,front,14,False,True,True,True,False,True,False,False,True,True
13564,Renault,Megane Scenic,mechanical,red,270000,1998,gasoline,gasoline,1.6,minivan,front,6,True,False,False,False,False,False,False,False,False,False
13565,Honda,CR-V,automatic,brown,72420,2012,gasoline,gasoline,2.4,suv,all,9,False,True,False,False,False,False,False,True,True,True
13566,Volkswagen,Vento,mechanical,black,999999,1993,diesel,diesel,1.9,sedan,front,7,True,False,False,False,False,False,False,False,False,False
13567,Mercedes-Benz,E200,automatic,green,538000,1994,diesel,diesel,2.0,sedan,rear,7,True,False,False,False,False,False,False,False,False,False
13568,Citroen,Evasion,mechanical,blue,300000,2000,diesel,diesel,2.0,minivan,front,7,False,True,False,False,False,False,False,False,True,True
13569,Kia,Optima,automatic,other,292894,2002,gasoline,gasoline,2.4,sedan,front,9,False,True,False,False,False,False,False,False,True,False
13570,Volkswagen,Touran,mechanical,silver,250000,2005,diesel,diesel,1.9,minivan,front,8,False,True,False,False,False,True,False,False,False,True
13571,Volkswagen,Passat,mechanical,grey,179800,2015,diesel,diesel,2.0,universal,front,29,False,True,False,True,False,False,True,True,True,True
13572,Chevrolet,Malibu,automatic,silver,25000,2018,gasoline,gasoline,1.5,sedan,front,8,False,True,False,False,False,False,False,True,True,True
13573,Chevrolet,Captiva,automatic,white,219000,2012,gasoline,gasoline,2.4,suv,all,6,False,True,False,True,True,True,True,True,True,True
13574,Opel,Astra,mechanical,white,215500,2011,diesel,diesel,1.3,universal,front,17,False,True,False,True,False,False,False,True,False,False
13575,Fiat,Linea,mechanical,black,210000,2009,gasoline,gasoline,1.4,sedan,front,11,False,True,False,False,False,False,False,False,True,True
13576,Skoda,Octavia,automatic,silver,97016,2017,gasoline,gasoline,1.6,liftback,front,22,False,False,False,True,False,False,True,True,True,True
13577,BMW,318,mechanical,green,195247,1993,gasoline,gasoline,1.8,sedan,rear,5,False,False,False,False,False,False,False,False,False,True
13578,Saab,900,mechanical,black,350000,1995,gasoline,gasoline,2.0,hatchback,front,9,False,False,False,False,True,False,False,False,False,True
13579,Renault,Clio,automatic,silver,158666,2003,gasoline,gasoline,1.4,hatchback,front,10,False,True,False,False,False,False,False,False,False,True
13580,Skoda,Octavia,mechanical,black,147800,2016,diesel,diesel,1.6,universal,front,23,False,True,False,True,False,False,False,True,True,True
13581,Volkswagen,Passat,mechanical,black,230000,1997,gasoline,gasoline,1.8,sedan,front,4,False,True,False,False,False,False,False,False,False,False
13582,Peugeot,407,mechanical,black,255000,2005,diesel,diesel,1.6,universal,front,11,False,True,False,True,False,False,False,True,True,True
13583,Opel,Vectra,mechanical,black,60000,1990,gasoline,gasoline,1.8,hatchback,front,3,False,False,False,True,False,False,False,False,False,True
13584,Ford,Focus,mechanical,white,166261,2011,gasoline,gasoline,1.6,sedan,front,20,False,True,False,False,False,False,False,False,False,False
13585,Opel,Omega,mechanical,green,370000,1997,diesel,diesel,2.5,sedan,rear,5,True,False,False,False,False,False,False,False,False,False
13586,Mazda,MPV,automatic,brown,310000,2000,gasoline,gasoline,2.5,minivan,front,9,False,True,False,False,False,False,False,False,True,False
13587,Hyundai,Santa Fe,automatic,silver,220000,2007,diesel,diesel,2.2,suv,front,10,False,True,False,True,False,False,False,True,True,True
13588,Honda,S1000,mechanical,silver,310000,1996,gasoline,gasoline,1.8,sedan,front,6,True,False,False,False,False,False,False,False,False,False
13589,BMW,320,automatic,blue,244000,2008,gasoline,gasoline,2.0,universal,rear,8,False,True,False,True,False,False,False,True,True,True
13590,Fiat,Coupe,mechanical,silver,300000,1998,gasoline,gasoline,1.8,coupe,front,8,False,False,False,False,True,False,False,False,False,False
13591,Volkswagen,Passat,mechanical,green,340000,1998,diesel,diesel,1.9,universal,front,13,True,False,False,False,False,False,False,False,False,False
13592,Peugeot,806,mechanical,silver,300000,2000,diesel,diesel,1.9,minivan,front,3,True,False,False,False,False,False,False,False,False,False
13593,Subaru,Legacy,mechanical,silver,388000,1996,gasoline,gasoline,2.0,universal,all,1,False,True,False,False,False,False,False,False,False,True
13594,BMW,X5,automatic,silver,480000,2002,diesel,diesel,3.0,suv,all,6,False,True,True,True,True,True,False,True,True,True
13595,Volkswagen,Sharan,mechanical,black,357201,2007,diesel,diesel,1.9,minivan,front,11,False,True,False,False,False,False,False,True,True,True
13596,Opel,Insignia,mechanical,grey,240000,2010,gasoline,gasoline,1.6,sedan,front,17,False,True,False,True,False,False,True,True,True,True
13597,Suzuki,Liana,mechanical,black,238000,2005,gasoline,gasoline,1.6,universal,front,11,False,True,False,False,False,True,False,False,False,True
13598,Nissan,Qashqai+2,mechanical,black,124000,2011,gasoline,gasoline,2.0,universal,front,7,False,True,False,False,False,True,False,True,False,True
13599,Volkswagen,Golf,mechanical,blue,298756,2005,gasoline,gasoline,1.6,universal,front,8,False,True,False,False,False,False,False,False,True,True
13600,Peugeot,406,mechanical,other,350000,1999,gasoline,gasoline,2.0,universal,front,9,True,False,False,False,False,False,False,False,False,False
13601,Volkswagen,Golf,mechanical,blue,1000000,1976,gasoline,gasoline,1.6,hatchback,front,10,True,False,False,False,False,False,False,False,False,False
13602,BMW,525,mechanical,blue,500000,1994,diesel,diesel,2.5,sedan,rear,6,False,True,True,False,False,False,False,False,False,True
13603,Toyota,Prius,automatic,brown,46671,2015,hybrid-petrol,gasoline,1.8,hatchback,front,14,False,True,True,False,True,True,True,True,True,True
13604,Suzuki,Grand Vitara,automatic,blue,227000,2001,gasoline,gasoline,2.0,suv,all,14,False,True,False,False,False,False,False,True,False,True
13605,Nissan,Almera,mechanical,silver,250000,1998,diesel,diesel,2.0,sedan,front,5,False,True,False,False,False,False,False,False,False,False
13606,BMW,318,mechanical,blue,285000,1996,gasoline,gasoline,1.8,hatchback,rear,6,False,True,False,False,False,False,False,False,True,True
13607,Ford,C-Max,mechanical,green,256000,2003,diesel,diesel,1.6,minivan,front,8,False,False,False,False,False,False,False,False,False,True
13608,Skoda,Rapid,automatic,silver,86700,2014,gasoline,gasoline,1.6,liftback,front,13,False,True,True,True,False,True,False,True,True,True
13609,Mercedes-Benz,E320,automatic,green,145000,1996,gasoline,gasoline,3.2,sedan,rear,12,False,False,True,False,True,True,False,False,False,True
13610,Renault,Laguna,mechanical,other,268000,1994,gasoline,gasoline,1.8,hatchback,front,2,True,False,False,False,False,False,False,False,False,False
13611,Seat,Cordoba,mechanical,silver,315000,2003,diesel,diesel,1.9,sedan,front,21,False,True,False,False,False,False,False,False,True,False
13612,Mazda,626,mechanical,silver,300000,1995,diesel,diesel,2.0,liftback,front,7,False,False,False,False,False,False,False,False,False,True
